"X","tweet_text","tweet_sentiment"
2561,"Terrible service at @Apple store in Bethesda, MD. Second time. Will buy my new iPad &amp; cover ($950+) at @BHPhotoVideo. @tim_cook @h_posner","negative"
2562,"Get the gaming nerd ads off the sec championship game @apple","negative"
2565,"Just another reason to hate @Apple!!!!!!!!!!!","negative"
2567,"Apple makes bad chargers. The @apple genius said wrap it in electrical tape. I wonder what Jony Ive thinks of that. http://t.co/HvxSJUt39p","negative"
2570,"@viticci @panic @Apple Jesus, why did they create extensions at all? Lighten up Apple.","negative"
2572,"Finally updated to iOS 8...this happened ha weird glitch fix it please @apple http://t.co/LCoGg7yfEz","negative"
2574,"@fireatwill @Apple I wrapped my charger and it began smoking. Do better Apple.","negative"
2575,"@NBCNewYork encourages this marxist BS that @NYPDCommAffairs =ISIS. @Apple gave order 2 not arrest marxist dupes trespass? #PantsUpDontLoot","negative"
2579,"Dear @ATT if you are going to copy @apple in your stores - when someone makes an appointment, use it #dipshits","negative"
2580,"Dear @Apple can yall please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 monthd","negative"
2581,"RT @Hi_IamAaron: Dear @Apple can u please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 months","negative"
2584,"@apple SMD with us weak as phone b!!!","negative"
2586,"TRASH. @Apple","negative"
2589,"Lmao oh my god why the fuck did it autocorrect it from 'gonna' to 'finna' ahahahah @apple u ghetto child ass youuu http://t.co/H9x2YCwx0T","negative"
2591,"Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.","negative"
2593,"RT @JOJOxSweat: WHY MY CHARGERS ALWAYS GET NECKS &amp; SHIT @apple","negative"
2597,"@NevBackwoods exactly. Come on @apple / other phone companies, get yo shit together","negative"
2599,"Hey @Apple I did another software update and my iPad won't open any webpages. Any ideas here?","negative"
2603,"MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple","negative"
2604,"dear @Apple get your shit together","negative"
2605,"@tim_cook @Apple FIX MY PHONE","negative"
2608,"Finally updated #iPhone to IOs 8 something, thanks @apple for more shit we don't need. #seriously, thanks a trillion. http://t.co/JK2LnVs4JW","negative"
2612,"Never ever buy an @apple itouch they are worthless","negative"
2617,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2618,"@apple #Yosemite has ruined my wifi","negative"
2620,"I hate you so much @apple @macs","negative"
2621,"@L2DAWASHINGTON @Apple I hope them faggots get cancer","negative"
2623,"Siri confirmed for gay communist atheist open your eyes @apple http://t.co/QufLnjXW4T","negative"
2625,"Wow @apple I have only family guy and Simpsons 
Yet I can't dowmload the old update 
I really need 2 GB to update 
Can't wait","negative"
2626,"fuck you too @apple","negative"
2627,"Hey @netflix how come every Saturday movie night fails on #appletv? Do I chuck @apple or you guys? #wifegoingtosleep","negative"
2632,"@_emilymahon @nosheenh2oo9 @Apple shut the hell up","negative"
2633,"still waiting new emojis where them at @apple","negative"
2634,"Bitch yassssss @apple do yall know how long ive been waiting on this feature?!","negative"
2635,"@Apple your new ad is fucking racist against the #french","negative"
2636,"@yungshamwow @Apple apple sucks,","negative"
2638,"Just explained to my kids if @apple made their bunkbed we'd have to get a new one every two months.","negative"
2640,"FUCK YOU @apple FOR MAKING SHIT PRODUCTS","negative"
2643,"I hate you @iTunesMusic @apple","negative"
2645,"why dont macs have an emoji keyboard @apple u messed up","negative"
2646,"Fucka de you @apple","negative"
2647,"@jimmyPasha_ @apple apple: nsa infested SHIT http://t.co/1bmqhNbIk0","negative"
2648,"what the hell why did lucy's songs just delete off my phone I HATW YOU @iTunesMusic @apple","negative"
2650,"that was terrifying, suck my ass @apple","negative"
2656,"@apple ima need yall to get your shit together, my phone is fucking up something serious","negative"
2658,"@applenws @AppleProducts @Apple ok look, yall still ain't reversed me back to iOS 7. idk what the hold up is but ima need yall to get on it","negative"
2664,"#Flipping #great! the @Apple [#Apple] #iPhone 'that won't smash' because it detects when it .... (#Saturday, 6 #... http://t.co/6ZwW81m5Ez","negative"
2668,"Oh @apple, why do I have to delete my unwanted photos eight times. Once is enough. I don't want a 'recently deleted' folder.","negative"
2670,"I went to @apple to buy an #iphone6. Was told although in stock I had to reserve and return tomorrow to buy. Goodbye. http://t.co/hzET7Xk82h","negative"
2676,"I ordered a Osx from you, but it seems like someone is on my network or i have a cloned copy, ideas?@AppIeOfflciaI @Apple","negative"
2677,"Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7","negative"
2678,"Your iPad game just got shut way down. Like 24K gold way down. http://t.co/Gfcw8Ta0wS (cc: @Apple)","negative"
2679,"RT @JPDesloges: Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7","negative"
2683,"Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple","negative"
2684,"@apple #stevejobs Sometimes, to control the whole world with your ideas, itå«s necessary to test them in a hard way... http://t.co/ZuzKocA9ZD","negative"
2688,"Why can't Apple meet demand for the iPhone 6? $AAPL #aapl
http://t.co/ipPd0j3n6R","negative"
2692,"@APPLE YOURE SHIT FIX MY PROBLEM","negative"
2693,"@apple #iPhone6 running #ios811 sporadically hangs. Doesn't seem to be when running any app in particular, sometimes none run and it hangs.","negative"
2696,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2697,"'This accessory may not be supported' ok @Apple just tell me that the charger that came with my phone won't work???","negative"
2703,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2704,"@jimmyPasha_ @apple Another Government Shows Apple The Door http://t.co/GZTsl8ltGq","negative"
2705,"Apple must continue to improve cybersecurity as attacks increase
$AAPL #aapl
http://t.co/kAKiHRC8V0","negative"
2707,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2708,"iPod replaced. If I never have to set foot in an @apple store again, the world will be a better place.","negative"
2711,"Seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. å£50 to change.","negative"
2712,"@Apple Yosimite Detects Faulty RAM Module but Apple Hardware Test Does Not?
#Apple #Yosemite #AHT 
http://t.co/BwFpd3q2xA","negative"
2716,"@SheLovesQuez fuck @Apple I'm get a note","negative"
2718,"Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!","negative"
2721,"It's 2014, why doesn't iTunes support .flac files? I mean at least be able to covert em. Yall so fuckin petty @Apple","negative"
2723,"RT @galengering: Hey @apple-I know my iCloud storage is full. Thank you for reminding 82 times a day!","negative"
2727,"2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea","negative"
2728,"That annoying moment when you realise that your @apple  #iPhone6 has a bend in it on one side ='[","negative"
2731,"@Apple yo this Genius Bar shit is worst than the dmv get it the fuck together","negative"
2734,"@BmoneySlamdog23 @Apple every time I type the word yA it capitalizes the a. Drives me nuts.","negative"
2735,"they have no computer programming classes anywhere in LA @apple whats up with that????","negative"
2736,"Yeah, I'll definitely be going to the @apple store after finals. Damn MBP Graphics card failing again, this is bullshit for a $2500 computer","negative"
2737,"RT @all4incognito: HATE @APPLE SO MUCH. RUIN MY LIFE","negative"
2739,"@Apple I know you have the most secure OS but you've lost me as you don't have a #dualsim version for us travelling types","negative"
2741,"For some odd reason I can't re-add 1989 on my phone. @apple stop depriving me of my jams","negative"
2742,"@apple fix this.","negative"
2746,"Yall some hoes BRUH @apple http://t.co/BBVtlFzzpK","negative"
2747,"Why I Hate Apple - http://t.co/IbpyJXaOuW #AAPL #Long-Term_Larry","negative"
2748,"Here's the @Apple #SmartWatch. I say @HP beats it easily. It's like an elitist toy versus a real machine :-) http://t.co/LVa3EpXeAv","negative"
2749,"Archetype? I'd rather have @Apple figure out how to make a product whose UI was intuitive. http://t.co/OdVdGk9MrN @techcrunch @panzer","negative"
2750,"Just overheard an @apple employee tell some1 not to use capital letters in their password cause it will be easier to remember! #applefail","negative"
2758,"@apple when are you going to fix the maps app. The navigation sucks!!! Face it and just switch to google maps.","negative"
2759,"@ProfessorF @Apple @HP Best smartwatch is still the Pebble.","negative"
2761,"@Amy_Mc blame @apple and their rubbish memory on my phone","negative"
2767,"RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus","negative"
2768,"@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..","negative"
2769,"Seriously?! @apple that stupid add of the macbook with the different stickers you can put on it?! I hate how gullible people can be.","negative"
2772,"how do I have 1% then plug in my phone and jumps to 4% @apple stop playing games","negative"
2773,"Thanks to @Etsy @amazon @BestBuy &amp; @apple my postman will be working overtime.","negative"
2775,"@Apple technology..is becoming very undesirable. These glitches are constantly stopping my from working","negative"
2785,"FUCK OFFFFFF @apple http://t.co/vVQqXuhbrM","negative"
2786,"ive literally gone through 5 iPhone 5 cords in a little over a year @apple fix this you all suck","negative"
2791,"@sprint refuses to unlock my out of contract iPhone 5. They sent me to @apple knowing that they can't unlock phones. WAFWOFT","negative"
2794,"@apple's calendar app has judiciously listed virtually every holiday imaginable - yet neglects my birthday.","negative"
2796,"What happened to all my podcasts on my ipod?! @apple?!","negative"
2801,".@apple fix yourself http://t.co/l1VsGFaQib","negative"
2803,"RT @brock_and_r0ll: .@apple fix yourself http://t.co/l1VsGFaQib","negative"
2806,"@Apple get your shit together I hate you","negative"
2807,"Ha, poor @apple trying to make its iPad and MacBook look useful in its commercials. Not even close to the power of @surface Pro 3","negative"
2808,"@apple new voice texting......how about just hit DIAL instead#whataconcept say no to #apple-aid","negative"
2811,"fuck type of shit is this @Apple @autocorrect @Siri http://t.co/5zyb6SUepz","negative"
2813,"@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR","negative"
2814,"I just had 40% now I have 8% wtf @apple","negative"
2815,"WHY DID MY IPOD CHANGE THE ORDER OF THE SONGS IN THE PLAYLIST I ALWAYS LISTEN TO WHAT THE FLYING FUCK THIS ISNT OKAY @APPLE","negative"
2820,"My phone turned off iMessage and won't let me turn it back on and oh yeah no message will load or send. Thanks @apple!","negative"
2822,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2827,"@apple get your shit together.","negative"
2828,"@kodam13 and #blunderblock if fricking @Apple ever gets their act together!!!!
@AppStore we need Blunderblock by
@BrandiGlanville","negative"
2829,"@ikerscasillas currently googling on how to downgrade to Mavericks again thanks @apple","negative"
2830,"@AllenYork @CarlaBarlaCakes @Apple no a video message from missing my face time like you missed my call you leave a voicemail","negative"
2831,"@AllenYork @CarlaBarlaCakes @Apple you can already leave snap video messages in Apple txts but they go away in 2 mins if you don't watch","negative"
2832,"@apple yo these new headphones i got with my 6 dont work so send me some new ones. Ill dm u my address","negative"
2833,"MY TEXTING ISNT WORKING AND @VerizonWireless BLAMES @apple AND APPLE BLAMES VERIZON. SOMEONE FIX THIS. ITS BEEN 36 HOURS OF THIS CRAP.","negative"
2835,"Excuse me @apple ... Why is there no Bat Signal emoji yet? Hmm?","negative"
2836,"Yall need to fix this flicker/flash when I swipe up to close apps @Apple","negative"
2839,"#AAPL:Apple Pay faces challenge as two drug stores reject it...http://t.co/iqdLBVYEam","negative"
2841,"MY COMPUTER IS NOT TURNING BACK ON HELP @APPLE","negative"
2843,"Imovie screws up my project yet again. I really hate @apple","negative"
2844,"I hope no one ever cons me into getting another crappy @apple product again","negative"
2847,"@apple STOP TRYING TO BE LIKE SAMSUNG I CHOSE YOU AND NOT SAMSUNG FOR A REASON","negative"
2848,"The most #innovative company (#Apple) doesn't have an official #Twitter acct. for the company http://t.co/kcf5liWWF4. @apple @AppIeOfflciaI","negative"
2850,"fuck you @apple","negative"
2852,"@apple I have been on hold for 30 minutes thank god I sold most of my stock is this comcast or apple?","negative"
2858,"@apple please stop notifying me to 'upgrade iCloud storage' because I do not use iCloud enough to upgrade it nor would I pay for such things","negative"
2860,"@apple your freaking computer went psycho and ruined my life thanks a lot!!!","negative"
2862,"hey @apple why won't you let me facetime claire stop being rude","negative"
2863,"STUPID FUCKING IPHONE CHARGERS ARE STUPID AND BREAK TOO EASY FUCK YOU @APPLE","negative"
2864,"RT @tschwettman: hey @apple why won't you let me facetime claire stop being rude","negative"
2865,"@tschwettman @Apple THIS IS THE WORST DAY OF MY LIFE","negative"
2874,"Congratulations to @Apple for firmly reasserting itself at the top of my most-hated corporations list today.

#justnotabumfluffbohemian","negative"
2877,"my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple","negative"
2878,"How do I log into iCloud on my phone? Not the cut down mobile version. Argh! Anyone know? @apple","negative"
2879,"really pissed at @apple . trying to edit video and can't convert files due to not having the mpeg 2 component anymore because of os update.","negative"
2881,"@apple but i can't use the component on my tcp install disc, due to the stupid os update. so now i have to pay 20 bucks to re-download it?!","negative"
2882,"@apple so thanks for being greedy assholes who force me to pay to get something THAT I ALREADY FUCKING PAID FOR WITH FINAL CUT PRO.","negative"
2884,"honestly fuuuuccckkkk you @apple http://t.co/0aV4VreGUj","negative"
2889,"@apple fuck yo shit","negative"
2890,"@Apple loses appeal to trademark 'app store' in #Australia http://t.co/cmfU7qfVWY","negative"
2892,"FUCK ALL FUCK IT ALL IM SOOOOO SLEEP FIX YOUR SHIT @APPLE","negative"
2893,"@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment","negative"
2894,"@jaureganoo @Apple i say we start a riot. or something. i can supply the pitchforks","negative"
2895,"RT @uTunes3000: Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews","negative"
2896,"90% nd i aint even leave the house yet @apple water u doin fam","negative"
2901,"@apple is laughing its pants off with the school programs here in Australia. They even manage to wringe money out of the poorest of people","negative"
2908,"Since Steve jobs left this world.. I have been having problems with my: #iphone5 #ipad2 #G5macpro @apple is done.. http://t.co/E4YLHjtK93","negative"
2909,"Poor dudes out here gettin slandered because he wants to argue against @apple","negative"
2913,"@apple when u gonna publish 64gb again to nationwide store i almost cry","negative"
2915,"My phone is so shitty even the time freezes @Apple http://t.co/7Mh7RMlqFX","negative"
2918,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/ktImoxWESr","negative"
2927,"#18 #million iPHONE USERS HAVE NEVER BONKED to @Apple [#Apple]Pay. (#Monday, 8 #December) http://t.co/MVYxufAhD9","negative"
2928,"@SuzanneBoyd @Apple it stopped working? I would be screaming. I'm getting mine 12/24.","negative"
2932,"#AAPL:Apple Exec Gets A Federal Prison Sentence For Taking Kickbacks On Leak...http://t.co/PTyctVo4ya","negative"
2934,"All they do is steal your money @apple :)","negative"
2935,"Apple Doesn't Need No Stinking Streaming Media Stick! $AAPL #aapl
http://t.co/HmXdZ9fzlC","negative"
2937,"@Apple I give up. You beat me. Trying to manually add music to my iphone has left me a broken man. #itunes #apple","negative"
2938,"@apple my app store aint working. y??","negative"
2942,"@apple ur products are shit they break 24/7 ur ruining my life","negative"
2944,"@HlPSTALUKE @Apple one of you stepped on my phone last night and its smashed and doesnt work :)","negative"
2945,"@zoee_janoskians @Apple what the fuck show me","negative"
2948,"Former Apple Inc. Supply Manager Sentenced To Prison, Fined $4.5 Million For Corporate Espionage  $AAPL #aapl
http://t.co/snXCwUk1pI","negative"
2949,"Ahhhh!! Y el @apple store of course!!!! @MadridXanadu","negative"
2956,"Help? 4s won't sync (doesn't even give option) w/ latest @itunes. Tried fixes I found... no bueno. Thoughts? @apple #techsupport","negative"
2962,"Former Apple Inc. Exec Gets A Year In Prison For Selling Secrets http://t.co/6Ya9YQwVlR #AAPL","negative"
2963,"@apple well done you #cunts my printer don't work since your #fucking #Yosemite #UPDATE #Pricks!","negative"
2967,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2977,"Guys my Mac is flipping out! Flashing folder with question mark at start up!?! What do I do?? #help #apple #mac #macbook @apple #computer","negative"
2990,"Woah. Woke up to 20+ @apple emails of someone trying to verify that email for their device. My email minus . (which makes no diff on gmail)","negative"
2992,"#AAPL slide, opens opportunity. Can't fill iPhone 6 or 6Plus orders, 6Plus rumored to be much much higher % than prev reported.","negative"
3002,"my phone keeps restarting on its own @apple dont play me like that???","negative"
3004,"RT @SRIG911: After #China, #Russia may ban some @Apple products, fearing #espionage: 

http://t.co/uJUZ2SWqgD http://t.co/5dJC9KeUqP","negative"
3006,"Reminiscing on the first low-cost computer which, out of the box, you didn't have to be a geek to use. http://t.co/YH8Mvtfznk @Apple","negative"
3007,"Last night I had like 10 more apps than I do now. What's up with that @apple  I hate you","negative"
3016,"im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple","negative"
3019,"@smileforgoogle @Apple yknow that time it restarted and then my phone got blue screen lol wtf","negative"
3020,"Why does #Yosemite constantly restart due to an error when left over night? #onlyme @apple","negative"
3021,"BloombergTV:  Former #Apple Exec Sentence to 1 Year in Prison for Fraud http://t.co/h93QHz0uWA #aapl","negative"
3022,"There is nothing in life more fragile than an Apple branded lightning cord. @Apple","negative"
3026,"wtf is my conputer doing I left it alone for five minutes and it does this?? help @apple @billgates http://t.co/KTmXOrp03w","negative"
3028,"Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..","negative"
3031,"Updated to Yosemite on two machines. Both are now painfully slow. Thanks, @Apple.","negative"
3032,"@apple @testflightapp You should tell testers that if using Gmail on iOS, your app won't work. Doesn't tell testers at all.","negative"
3039,"Dear @Apple &amp; @iTunesMusic, I understand you want to protect me. Is there any way you can cool it on password lockouts &amp; resets?","negative"
3043,"Hey @apple my iPod touch is acting all wonky and I've done the factory settings and reinstalled stuff and nothing. Any other ideas?","negative"
3049,"Pretty bad @apple my #iphone5 has 20%life left and it is only 11am.","negative"
3051,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/XdySgcxUuv","negative"
3054,"I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp","negative"
3056,"RT @nicwill30: Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..","negative"
3057,"Hey @apple, my iPhone 6 was fully charged at 7:30 am. Now it's on 20%. Is that a common battery life?","negative"
3059,"Apple Inc. is doomed. $AAPL dropped by 1.27%! Currently priced at 113.535. http://t.co/K6PKMj3Sbf #AAPL","negative"
3064,"BLOCK TRADE detected in #AAPL","negative"
3068,"RT @HamzeiAnalytics: BLOCK TRADE detected in #AAPL","negative"
3069,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/Mb067jv5SD","negative"
3071,"@apple make a fucking phone so the screen doesn't break.  I want my phone to be naked and free.","negative"
3073,"I hate it that my office email's not pushing emails now. It's fetching but on my settings it says push. #appleprobs #appleproblems @apple","negative"
3075,"@SforSimrat I thought abt @Apple when bought @Dell lemon. Tried to save $. Wasn't worth savings. Regretting ever since. @DellCares #DellHell","negative"
3076,"#CondoSeniors said @Apple needs to supply condo with dedicated tech. So many issues with iphone, imac, ipads warrants it. Tech will eat well","negative"
3087,"Glad I'm getting a non @apple computer . Four macs in a row http://t.co/KLr4GFao3n","negative"
3088,"fucking @apple are memer FAGGOTS http://t.co/w8hbpxTRCJ","negative"
3089,"@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch","negative"
3095,"Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users","negative"
3097,"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users","negative"
3101,"You gotta be kidding me @apple http://t.co/9xb06QOnHO","negative"
3102,"Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1","negative"
3107,"All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2","negative"
3111,"Same struggle.  RT @LunchGod: They're not RT @Naivana_: You gotta be kidding me @apple http://t.co/rkRKS5pn1M","negative"
3115,"RT @JPDesloges: Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed","negative"
3132,"How many iphone chargers do I need to go through? @Apple make charger durability a point in the new iPhone","negative"
3133,"NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus","negative"
3137,"yo @Apple , why yall make it so hard to grip the 6?.","negative"
3138,"#Apple Just Patented An Idea That #SteveJobs Would Have Hated #aapl http://t.co/EhK4iZ6t4R http://t.co/bi30fx5pTE","negative"
3139,"@google @facebook @intel @apple Pay your taxes in our country!!! http://t.co/jS4K3jV1sj","negative"
3141,"#AAPL:Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To...http://t.co/AvzNJvSQNq","negative"
3143,"#applecare only cares about @Apple beware of false prophetsI mean profits!","negative"
3144,"@granitewinger @Apple 
Beware of anything that includes the word CARE.","negative"
3146,"I've been talking with @Apple support for almost 2 hours, absolutely no help at all.","negative"
3147,"Why the fuck is there a 'recently deleted' photo album? @Apple","negative"
3148,"Come on #aapl, get your shit together!","negative"
3150,"RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple","negative"
3158,"Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu","negative"
3161,".@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.","negative"
3162,"Tryng to get back on snapchat but the App Store isn't cooperating @apple","negative"
3164,"@viticci when is @Dropbox removing photo upload? And are @apple covering refund for those who purchased based on features, that are no more?","negative"
3166,"RT @WillliamLemar: RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple","negative"
3167,"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app","negative"
3168,"iPhone6 fell 2 ft. Screen shattered like it was blown up. @apple wants an additional $109 to fix it. Maybe make a product that lasts?","negative"
3170,"F u @Apple UR geniuses can suck my ass!","negative"
3176,"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now.","negative"
3178,"#Apple TV #Sales Topped by Chromecast: #AAPL Being Pushed Out: #Apple Inc. (AAPL) never made much of a fuss ab... http://t.co/F8iVLaaahw","negative"
3181,"thank you @apple for being such a little troll but putting the option close right above the save tab. LEGENDS","negative"
3193,"@India especially telling me that I've been randomly selected for a grant from our broke ass govt. I'm not @apple I don't get free govt $$$$","negative"
3196,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/lp9KPujmPg","negative"
3203,"@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C","negative"
3204,"@apple hey nvm but I shouldn't have to restart my phone to make it work","negative"
3210,"Apple Inc. is Catching up on iPhone 6 Supply, But Still Lagging Demand http://t.co/4b8UD92o8A #AAPL","negative"
3214,"@CBCHomestretch my @Apple #iMac caught fire while not in use, just sitting on my desk. Luckily I was nearby and was able to sort it out.","negative"
3216,"I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5","negative"
3218,"@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF","negative"
3222,"@AzakFeverAFC @Apple or you could learn to take pictures off the internet better","negative"
3224,"RT @jimmy5098: @AzakFeverAFC @Apple or you could learn to take pictures off the internet better","negative"
3230,"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross","negative"
3231,"@Apple: You were doing great with Johnny cash, but Damn that was jarring!","negative"
3234,"The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery","negative"
3237,"#aapl #Apple stock price plummeting... Time to sell for a bit?","negative"
3241,"@apple - bring back #classiciPod #cantbelieveitsgone","negative"
3242,"Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google","negative"
3243,"@SwiftKey @Apple Oh In wish you guys would port hebrew from the android version already! I have swapping abck and forth","negative"
3245,"Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')","negative"
3249,"@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.","negative"
3250,"#Former @Apple exec sentenced to one year in prison for selling #company #secrets http://t.co/EByDSh8Ufv #uasm","negative"
3256,"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')","negative"
3257,"#AAPL:Apple Just Patented An Idea That Steve Jobs Would Have Hated...http://t.co/7ZWB6A98Kj","negative"
3262,"@Apple @iTunes #WhitePower #HateMusic #HateSpeech #IcantBreathe Not A Good Look http://t.co/ayV9kMemfj","negative"
3263,"@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple","negative"
3264,"@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.","negative"
3268,".@Apple there is still not a suicide note template on your most recent pages update how much longer do I have to wait","negative"
3270,"thanks @apple for making life complicated","negative"
3274,"the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple","negative"
3275,"RT @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple","negative"
3280,"My MacBook Pro is now as annoying as my ASUS Windows 8 computer. Freezing, laggy, etc.  So much for @apple's excellence.","negative"
3287,"Why can't we FaceTime more than one person at a time @apple ? I need answers dammit until then oovoo winning.","negative"
3294,"My old iPhone exploded for no good reason @apple what the heck??? http://t.co/z0SDrKsbwT","negative"
3296,"my computer sux @apple fix it","negative"
3297,"No videos tonight, turns out iPads still need electricity to function. Figure it out, @apple 

PS lol key studies at 144","negative"
3299,"For the past week my phone stay freezing &amp; closing out apps on me, wtf @apple?!","negative"
3303,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3324,"Apple sux '@TeamCavuto: Protesters stage protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.'","negative"
3328,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3334,"@TeamCavuto @Apple all they are doing now is alienating people. Blocking Federal Interstates need to be stopped too. Endangering lives.","negative"
3338,"@prettynumbers @TeamCavuto @Apple Also, Steve Jobs? Overrated. https://t.co/0Zu1Cga8kP","negative"
3342,"@eternalmuke wtf Siri step your game up @apple","negative"
3343,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3351,"@TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.","negative"
3356,"@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!","negative"
3357,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3375,"I just got this charger like 2 weeks ago what the frick @apple","negative"
3381,"RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.","negative"
3395,"@TeamCavuto @FairOaksTrader @Apple These actions are not helping their cause. #DemocratsWaronTruth","negative"
